"TOA5","CS110","CR1000","93710","CR1000.Std.32.04","CPU:CS110_1675_5Hz.cr1","47528","Tab"
"TIMESTAMP","RECORD","E_field","status","leakage_cur","panel_temp","battery_volt","internal_RH"
"TS","RN","volts/m","","nA","DegC","V","%"
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-06-26 15:09:54",237,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:54.2",238,0.3,1,0.01,21.48,11.99,40.74
"2023-06-26 15:09:54.4",239,0.3000022,1,0.011,21.48,11.99,40.74
"2023-06-26 15:09:54.6",240,0.3,1,0.01,21.48,11.99,40.74
"2023-06-26 15:09:54.8",241,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:55",242,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:55.2",243,-0.0041143,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:55.4",244,0.3000022,1,0.011,21.48,11.99,40.7
"2023-06-26 15:09:55.6",245,0.3,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:55.8",246,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:56",247,0.3000022,1,0.011,21.48,11.99,40.74
"2023-06-26 15:09:56.2",248,0.3,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:56.4",249,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:56.6",250,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:56.8",251,0.3,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:57",252,0.3,1,0.01,21.48,11.98,40.7
"2023-06-26 15:09:57.2",253,0.3000022,1,0.011,21.48,11.99,40.74
"2023-06-26 15:09:57.4",254,0.3,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:57.6",255,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:57.8",256,-0.004112184,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:58",257,0.3,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:58.2",258,-0.3082265,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:58.4",259,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:58.6",260,0.3,1,0.011,21.48,11.98,40.7
"2023-06-26 15:09:58.8",261,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:59",262,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:59.2",263,0.3,1,0.011,21.48,11.98,40.7
"2023-06-26 15:09:59.4",264,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:59.6",265,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:59.8",266,0.3,1,0.011,21.48,11.98,40.7
"2023-06-26 15:10:00",267,0.3,1,0.01,21.48,11.98,40.7
"2023-06-26 15:10:00.2",268,-0.004112184,1,0.011,21.48,11.98,40.7
"2023-06-26 15:10:00.4",269,0.3,1,0.01,21.48,11.98,40.7
"2023-06-26 15:10:00.6",270,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:10:00.8",271,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:10:01",272,-0.3082254,1,0.01,21.48,11.98,40.7
